Server launched
         4550494 function calls (4283388 primitive calls) in 3.531 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      123    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'listen' of '_socket.socket' objects}
     1240    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
       15    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        7    0.000    0.000    0.000    0.000 {method 'match' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'release' of 'thread.lock' objects}
       61    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
       47    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       18    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'setblocking' of '_socket.socket' objects}
       36    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        1    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
      105    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      148    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        5    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      792    0.000    0.000    0.000    0.000 {min}
       14    0.000    0.000    0.000    0.000 {nt._getfullpathname}
       20    0.000    0.000    0.000    0.000 {nt._isdir}
       18    0.000    0.000    0.000    0.000 {nt.access}
        1    0.000    0.000    0.000    0.000 {nt.getcwd}
       16    0.001    0.000    0.001    0.000 {nt.listdir}
        1    0.000    0.000    0.000    0.000 {nt.putenv}
        2    0.000    0.000    0.000    0.000 {nt.stat}
        2    0.003    0.002    0.003    0.002 {nt.urandom}
        1    0.000    0.000    0.000    0.000 {open}
      350    0.000    0.000    0.000    0.000 {ord}
        1    0.157    0.157    0.157    0.157 {pygame.base.init}
        1    0.000    0.000    0.000    0.000 {pygame.display.set_caption}
        1    0.013    0.013    0.036    0.036 {pygame.display.set_mode}
   266049    0.230    0.000    0.230    0.000 {pygame.event.get}
        1    0.040    0.040    0.040    0.040 {pygame.imageext.load_extended}
        1    0.000    0.000    0.000    0.000 {pygame.time.Clock}
   266049    0.048    0.000    0.048    0.000 {pygame.time.get_ticks}
       82    0.000    0.000    0.000    0.000 {range}
        6    0.000    0.000    0.000    0.000 {repr}
   266049    0.591    0.000    0.591    0.000 {select.select}
       21    0.000    0.000    0.000    0.000 {setattr}
        6    0.000    0.000    0.000    0.000 {sys._getframe}
        4    0.000    0.000    0.000    0.000 {sys.exc_info}
        2    0.000    0.000    0.000    0.000 {sys.getwindowsversion}
        4    0.000    0.000    0.000    0.000 {thread.allocate_lock}
        2    0.000    0.000    0.000    0.000 {thread.get_ident}


